booking_id,hotel,lead_time,year,Month,Day,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,country,market_segment,distribution_channel,previous_cancellations,booking_changes,deposit_type,agent,days_in_waiting_list,customer_type,average_daily_rate,total_of_special_requests,reservation_status,total_stay,total_guests,booking_type
100356,Resort Hotel,331,2023,October,25,3.0,1.0,3,1,0,FRA,Online TA,Corporate,4.0,2.0,Refundable,297.0,36.0,Transient-Party,202.845,1.0,Check-Out,4.0,4,Early Booking
100357,Resort Hotel,191,2023,April,17,2.0,2.0,4,2,1,SGP,Online TA,Corporate,4.0,0.0,Refundable,12.0,15.0,Transient,209.17,2.0,Canceled,4.0,7,Early Booking
100358,City Hotel,270,2025,September,15,3.0,5.0,2,1,0,NLD,Corporate,TA/TO,3.0,0.0,Non Refund,179.0,1.0,Transient-Party,165.25,5.0,Check-Out,8.0,3,Early Booking
100359,City Hotel,311,2025,October,4,2.0,4.0,2,2,0,UAE,Online TA,Corporate,5.0,0.0,Refundable,368.0,40.0,Group,127.58,5.0,Canceled,6.0,4,Early Booking
100360,Resort Hotel,254,2024,October,25,0.0,6.0,4,0,1,FRA,Corporate,GDS,2.0,0.0,No Deposit,43.0,31.0,Transient-Party,187.26,2.0,Check-Out,6.0,5,Early Booking
100361,City Hotel,99,2025,May,3,3.0,6.0,3,2,0,IND,Groups,GDS,2.0,2.0,Refundable,241.0,16.0,Transient,249.45,5.0,Check-Out,9.0,5,Early Booking
100362,City Hotel,204,2025,October,9,1.0,1.0,3,1,0,CAN,Corporate,Corporate,2.0,3.0,No Deposit,304.0,43.0,Contract,168.4,4.0,No-Show,2.0,4,Early Booking
100363,Resort Hotel,69,2024,April,13,0.0,4.0,3,0,0,GBR,Corporate,GDS,2.0,2.0,No Deposit,471.0,23.0,Transient,146.12,3.0,Canceled,4.0,3,Last Minute
100364,City Hotel,266,2024,July,1,1.0,1.0,4,1,1,CAN,Corporate,Direct,4.0,1.0,Refundable,476.0,28.0,Contract,97.01,0.0,Check-Out,2.0,6,Early Booking
100365,City Hotel,118,2024,March,22,0.0,6.0,2,0,0,NLD,Corporate,TA/TO,5.0,1.0,No Deposit,438.0,39.0,Group,59.26,2.0,Check-Out,6.0,2,Early Booking
100366,City Hotel,66,2025,May,17,0.0,5.0,2,0,1,UAE,Online TA,Direct,2.0,0.0,No Deposit,493.0,15.0,Contract,186.79,0.0,Check-Out,5.0,3,Last Minute
100367,City Hotel,264,2023,August,27,0.0,1.0,2,0,0,IND,Online TA,TA/TO,5.0,4.0,No Deposit,8.0,34.0,Transient,290.01,1.0,Check-Out,1.0,2,Early Booking
100368,City Hotel,6,2024,September,20,1.0,6.0,4,1,1,GBR,Direct,TA/TO,0.0,1.0,No Deposit,175.0,19.0,Group,252.79,1.0,Check-Out,7.0,6,Last Minute
100369,Resort Hotel,131,2025,May,15,2.0,6.0,4,0,1,SGP,Groups,TA/TO,0.0,2.0,Refundable,151.0,18.0,Transient,243.33,1.0,Check-Out,8.0,5,Early Booking
100370,Resort Hotel,31,2024,July,27,4.0,5.0,4,1,0,GBR,Offline TA/TO,TA/TO,4.0,4.0,No Deposit,245.0,44.0,Transient-Party,205.25,3.0,Check-Out,9.0,5,Last Minute
100371,City Hotel,267,2024,December,3,0.0,6.0,1,0,0,IND,Direct,Direct,3.0,2.0,Non Refund,103.0,28.0,Transient-Party,115.31,1.0,Canceled,6.0,1,Early Booking
100372,Resort Hotel,216,2024,July,15,4.0,4.0,1,0,1,NLD,Groups,Direct,4.0,0.0,No Deposit,227.0,1.0,Transient,160.82,0.0,No-Show,8.0,2,Early Booking
100373,City Hotel,95,2024,February,8,4.0,5.0,1,1,0,SGP,Direct,Corporate,5.0,0.0,Refundable,278.0,16.0,Transient-Party,159.98,4.0,Check-Out,9.0,2,Early Booking
100374,City Hotel,154,2024,October,15,0.0,3.0,2,2,0,GBR,Offline TA/TO,Direct,0.0,1.0,Non Refund,263.0,2.0,Group,251.45,5.0,Check-Out,3.0,4,Early Booking
100375,City Hotel,113,2024,June,3,1.0,5.0,1,0,0,CAN,Online TA,TA/TO,2.0,2.0,Non Refund,341.0,11.0,Transient,200.63,0.0,Check-Out,6.0,1,Early Booking
100376,Resort Hotel,263,2023,May,23,3.0,3.0,1,2,1,CAN,Online TA,GDS,2.0,1.0,Refundable,5.0,48.0,Group,139.29,0.0,Check-Out,6.0,4,Early Booking
100377,Resort Hotel,282,2023,September,1,3.0,4.0,4,2,1,USA,Corporate,Direct,3.0,2.0,Refundable,188.0,18.0,Transient-Party,121.6,0.0,Canceled,7.0,7,Early Booking
100378,City Hotel,334,2025,July,1,3.0,6.0,1,1,1,DEU,Online TA,TA/TO,5.0,1.0,No Deposit,104.0,9.0,Contract,274.23,5.0,Check-Out,9.0,3,Early Booking
100379,Resort Hotel,197,2023,February,26,3.0,4.0,2,0,0,GBR,Direct,GDS,5.0,4.0,No Deposit,328.0,5.0,Contract,263.2,1.0,Check-Out,7.0,2,Early Booking
100380,City Hotel,176,2025,July,9,2.0,4.0,4,1,1,CAN,Online TA,Corporate,0.0,2.0,Refundable,155.0,7.0,Contract,347.11,3.0,Check-Out,6.0,6,Early Booking
100381,Resort Hotel,122,2024,April,6,4.0,7.0,4,0,0,SGP,Corporate,Direct,4.0,2.0,No Deposit,120.0,34.0,Transient-Party,330.6,4.0,Canceled,11.0,4,Early Booking
100382,City Hotel,50,2025,March,9,4.0,2.0,2,0,0,CAN,Online TA,Corporate,2.0,0.0,Refundable,270.0,38.0,Transient-Party,114.54,0.0,Canceled,6.0,2,Last Minute
100383,Resort Hotel,212,2025,March,15,4.0,7.0,4,2,1,SGP,Groups,TA/TO,5.0,1.0,Non Refund,494.0,21.0,Transient-Party,129.49,0.0,Canceled,11.0,7,Early Booking
100384,Resort Hotel,151,2023,January,1,1.0,1.0,4,0,1,SGP,Direct,Corporate,3.0,3.0,Refundable,111.0,34.0,Transient-Party,209.62,5.0,Check-Out,2.0,5,Early Booking
100385,City Hotel,22,2025,July,6,0.0,1.0,4,2,0,AUS,Corporate,Direct,5.0,4.0,Refundable,68.0,15.0,Contract,252.41,5.0,Check-Out,1.0,6,Last Minute
100386,City Hotel,23,2024,September,26,3.0,2.0,3,2,1,GBR,Direct,Corporate,3.0,2.0,No Deposit,235.0,5.0,Group,215.02,4.0,Check-Out,5.0,6,Last Minute
100387,City Hotel,61,2023,July,2,0.0,7.0,1,2,1,FRA,Corporate,GDS,5.0,3.0,Refundable,124.0,3.0,Transient,215.69,1.0,Canceled,7.0,4,Last Minute
100388,Resort Hotel,296,2024,January,9,4.0,3.0,2,0,0,NLD,Online TA,Direct,3.0,0.0,Refundable,232.0,24.0,Group,255.19,2.0,No-Show,7.0,2,Early Booking
100389,City Hotel,286,2024,April,13,3.0,1.0,4,0,0,CAN,Corporate,Corporate,0.0,3.0,Refundable,13.0,8.0,Group,234.14,4.0,Check-Out,4.0,4,Early Booking
100390,Resort Hotel,362,2025,March,20,3.0,7.0,1,1,1,USA,Direct,GDS,2.0,3.0,Non Refund,459.0,15.0,Transient,103.13,1.0,Canceled,10.0,3,Early Booking
100391,Resort Hotel,2,2023,March,26,4.0,3.0,3,1,0,CAN,Groups,TA/TO,3.0,0.0,Refundable,184.0,40.0,Group,237.81,4.0,Canceled,7.0,4,Last Minute
100392,City Hotel,340,2025,July,9,2.0,6.0,1,1,0,DEU,Direct,GDS,0.0,1.0,No Deposit,478.0,7.0,Transient-Party,84.37,2.0,Check-Out,8.0,2,Early Booking
100393,City Hotel,275,2025,March,16,0.0,1.0,3,0,0,FRA,Groups,Corporate,0.0,3.0,No Deposit,327.0,35.0,Group,123.62,2.0,Check-Out,1.0,3,Early Booking
100394,Resort Hotel,260,2023,September,10,2.0,2.0,4,2,0,DEU,Online TA,Direct,4.0,2.0,Refundable,421.0,35.0,Transient-Party,328.29,0.0,Check-Out,4.0,6,Early Booking
100395,City Hotel,143,2024,November,6,4.0,7.0,1,0,0,GBR,Corporate,TA/TO,1.0,3.0,Refundable,357.0,47.0,Group,192.9,0.0,Canceled,11.0,1,Early Booking
100396,City Hotel,22,2025,January,6,3.0,1.0,4,0,0,SGP,Offline TA/TO,Corporate,3.0,4.0,Non Refund,290.0,38.0,Transient,69.1,1.0,Canceled,4.0,4,Last Minute
100397,Resort Hotel,95,2025,September,6,3.0,5.0,2,1,1,GBR,Online TA,Corporate,3.0,1.0,Non Refund,105.0,44.0,Transient,92.54,4.0,Check-Out,8.0,4,Early Booking
100398,Resort Hotel,93,2024,May,17,2.0,3.0,2,1,1,IND,Online TA,Corporate,0.0,2.0,No Deposit,274.0,33.0,Transient,155.96,3.0,Check-Out,5.0,4,Early Booking
100399,City Hotel,5,2024,April,9,1.0,2.0,3,1,0,AUS,Direct,TA/TO,0.0,3.0,No Deposit,109.0,32.0,Transient-Party,170.84,4.0,Canceled,3.0,4,Last Minute
100400,City Hotel,61,2025,February,7,3.0,2.0,1,0,1,NLD,Groups,Direct,3.0,1.0,Non Refund,33.0,15.0,Transient-Party,159.61,1.0,Check-Out,5.0,2,Last Minute
100401,Resort Hotel,134,2023,January,14,1.0,6.0,1,0,0,CAN,Online TA,GDS,5.0,0.0,No Deposit,124.0,0.0,Transient,221.04,5.0,Check-Out,7.0,1,Early Booking
100402,Resort Hotel,206,2025,June,23,0.0,6.0,1,2,1,SGP,Corporate,Corporate,1.0,3.0,No Deposit,4.0,48.0,Contract,57.59,5.0,Check-Out,6.0,4,Early Booking
100403,City Hotel,189,2025,May,7,2.0,1.0,3,0,0,SGP,Groups,Corporate,2.0,4.0,Refundable,284.0,41.0,Group,294.34,4.0,Canceled,3.0,3,Early Booking
100404,Resort Hotel,245,2024,May,3,0.0,2.0,1,0,1,GBR,Offline TA/TO,GDS,2.0,4.0,Refundable,372.0,35.0,Transient,69.93,5.0,Check-Out,2.0,2,Early Booking
100405,City Hotel,17,2023,August,28,4.0,3.0,3,0,1,FRA,Groups,TA/TO,1.0,3.0,Non Refund,480.0,35.0,Group,56.64,1.0,Check-Out,7.0,4,Last Minute
100406,Resort Hotel,296,2024,May,16,1.0,5.0,3,2,0,GBR,Direct,Corporate,0.0,0.0,No Deposit,376.0,41.0,Transient,343.25,2.0,Check-Out,6.0,5,Early Booking
100407,Resort Hotel,301,2025,May,19,1.0,5.0,1,1,0,FRA,Online TA,Corporate,5.0,1.0,Refundable,237.0,14.0,Contract,62.47,1.0,Check-Out,6.0,2,Early Booking
100408,Resort Hotel,334,2024,December,21,1.0,5.0,2,2,1,NLD,Direct,Direct,3.0,3.0,Non Refund,387.0,11.0,Group,165.68,0.0,Check-Out,6.0,5,Early Booking
100409,City Hotel,6,2024,November,6,1.0,3.0,3,2,1,USA,Direct,TA/TO,3.0,4.0,Non Refund,404.0,22.0,Group,205.66,3.0,Canceled,4.0,6,Last Minute
100410,Resort Hotel,94,2023,January,16,1.0,1.0,4,1,1,CAN,Direct,GDS,4.0,3.0,Non Refund,47.0,21.0,Group,208.28,0.0,Check-Out,2.0,6,Early Booking
100411,Resort Hotel,0,2024,November,27,0.0,4.0,4,2,0,NLD,Corporate,TA/TO,1.0,4.0,No Deposit,81.0,2.0,Group,187.25,4.0,Check-Out,4.0,6,Last Minute
100412,Resort Hotel,69,2023,October,20,4.0,7.0,3,0,0,AUS,Direct,GDS,0.0,4.0,No Deposit,21.0,23.0,Transient-Party,205.78,4.0,Canceled,11.0,3,Last Minute
100413,Resort Hotel,319,2023,August,28,0.0,3.0,1,1,1,DEU,Corporate,GDS,3.0,3.0,Non Refund,484.0,48.0,Contract,124.02,0.0,Check-Out,3.0,3,Early Booking
100414,Resort Hotel,29,2023,August,28,3.0,2.0,4,2,1,GBR,Online TA,Direct,5.0,3.0,No Deposit,268.0,5.0,Transient-Party,303.57,5.0,Check-Out,5.0,7,Last Minute
100415,City Hotel,66,2025,July,28,0.0,3.0,2,0,0,DEU,Corporate,GDS,0.0,3.0,No Deposit,451.0,35.0,Transient,109.17,5.0,Check-Out,3.0,2,Last Minute
100416,City Hotel,333,2025,November,3,4.0,2.0,2,0,0,FRA,Corporate,Corporate,0.0,1.0,Non Refund,194.0,40.0,Transient,181.0,4.0,Check-Out,6.0,2,Early Booking
100417,Resort Hotel,306,2025,July,17,0.0,7.0,4,2,0,DEU,Groups,Direct,0.0,2.0,Non Refund,489.0,32.0,Contract,258.45,2.0,Canceled,7.0,6,Early Booking
100418,Resort Hotel,260,2023,July,2,3.0,1.0,2,0,1,CAN,Online TA,Direct,4.0,1.0,No Deposit,209.0,27.0,Group,96.37,4.0,Canceled,4.0,3,Early Booking
100419,Resort Hotel,116,2024,September,6,0.0,7.0,1,2,1,IND,Direct,Direct,1.0,4.0,No Deposit,436.0,39.0,Transient-Party,247.56,4.0,Check-Out,7.0,4,Early Booking
100420,Resort Hotel,298,2023,May,22,4.0,2.0,2,2,0,UAE,Groups,TA/TO,4.0,2.0,Refundable,62.0,30.0,Group,53.04,4.0,Check-Out,6.0,4,Early Booking
100421,Resort Hotel,119,2023,August,8,4.0,7.0,2,1,0,IND,Groups,Corporate,1.0,0.0,Non Refund,299.0,27.0,Transient,318.29,3.0,Check-Out,11.0,3,Early Booking
100422,Resort Hotel,278,2024,February,20,1.0,5.0,1,1,1,UAE,Online TA,Direct,5.0,4.0,Refundable,49.0,33.0,Transient-Party,242.59,0.0,Check-Out,6.0,3,Early Booking
100423,Resort Hotel,154,2025,February,4,4.0,5.0,3,0,1,SGP,Direct,TA/TO,3.0,3.0,Non Refund,218.0,37.0,Transient-Party,286.9,1.0,Check-Out,9.0,4,Early Booking
100424,Resort Hotel,324,2025,January,4,4.0,6.0,2,0,1,FRA,Groups,Corporate,4.0,1.0,Non Refund,266.0,36.0,Contract,260.89,5.0,Check-Out,10.0,3,Early Booking
100425,Resort Hotel,203,2023,August,24,2.0,1.0,4,1,1,FRA,Offline TA/TO,Direct,4.0,2.0,Non Refund,285.0,43.0,Transient,75.99,3.0,Canceled,3.0,6,Early Booking
100426,Resort Hotel,334,2023,June,15,4.0,2.0,2,2,1,IND,Corporate,GDS,0.0,3.0,No Deposit,75.0,43.0,Group,109.51,2.0,Check-Out,6.0,5,Early Booking
100427,Resort Hotel,160,2024,April,17,0.0,3.0,1,1,0,DEU,Groups,Corporate,0.0,2.0,No Deposit,266.0,8.0,Contract,254.76,5.0,Check-Out,3.0,2,Early Booking
100428,Resort Hotel,217,2025,November,24,2.0,3.0,1,1,1,CAN,Online TA,Corporate,3.0,4.0,No Deposit,284.0,39.0,Transient-Party,229.13,3.0,Canceled,5.0,3,Early Booking
100429,Resort Hotel,198,2025,July,7,0.0,3.0,1,2,0,FRA,Online TA,Direct,3.0,4.0,Refundable,409.0,24.0,Transient,209.64,2.0,Check-Out,3.0,3,Early Booking
100430,City Hotel,87,2025,August,12,3.0,2.0,1,0,1,UAE,Direct,Direct,0.0,4.0,Non Refund,45.0,49.0,Transient-Party,113.42,5.0,Canceled,5.0,2,Last Minute
100431,City Hotel,339,2024,October,28,0.0,6.0,4,1,0,USA,Offline TA/TO,Corporate,2.0,3.0,Non Refund,343.0,20.0,Group,132.03,2.0,Check-Out,6.0,5,Early Booking
100432,Resort Hotel,104,2023,June,19,3.0,7.0,3,0,1,SGP,Groups,Direct,1.0,1.0,Non Refund,18.0,48.0,Transient-Party,273.19,2.0,Canceled,10.0,4,Early Booking
100433,Resort Hotel,251,2024,June,27,3.0,7.0,1,2,1,GBR,Direct,TA/TO,1.0,1.0,Refundable,39.0,18.0,Group,218.71,4.0,Check-Out,10.0,4,Early Booking
100434,Resort Hotel,344,2025,July,15,1.0,3.0,1,2,0,GBR,Offline TA/TO,Corporate,2.0,3.0,No Deposit,335.0,43.0,Group,190.29,4.0,Check-Out,4.0,3,Early Booking
100435,City Hotel,147,2025,November,21,0.0,1.0,4,1,1,FRA,Online TA,Corporate,2.0,4.0,No Deposit,190.0,1.0,Transient,101.77,0.0,Check-Out,1.0,6,Early Booking
100436,City Hotel,90,2024,May,6,1.0,5.0,2,0,0,AUS,Corporate,TA/TO,2.0,4.0,Non Refund,278.0,25.0,Group,108.14,4.0,Check-Out,6.0,2,Last Minute
100437,Resort Hotel,290,2023,October,10,2.0,7.0,2,2,1,FRA,Corporate,TA/TO,3.0,3.0,Refundable,81.0,10.0,Transient,349.78,5.0,Check-Out,9.0,5,Early Booking
100438,City Hotel,47,2025,April,19,3.0,4.0,2,1,0,SGP,Offline TA/TO,GDS,2.0,1.0,Refundable,302.0,44.0,Group,108.9,5.0,Check-Out,7.0,3,Last Minute
100439,City Hotel,328,2025,August,28,1.0,6.0,2,1,0,USA,Direct,Direct,5.0,0.0,Non Refund,95.0,20.0,Contract,321.39,5.0,Check-Out,7.0,3,Early Booking
100440,City Hotel,348,2024,August,19,0.0,7.0,4,0,1,DEU,Offline TA/TO,GDS,5.0,2.0,Non Refund,496.0,46.0,Transient,263.16,4.0,Check-Out,7.0,5,Early Booking
100441,City Hotel,117,2024,September,3,1.0,7.0,1,0,1,USA,Direct,TA/TO,4.0,0.0,Refundable,76.0,4.0,Group,273.42,4.0,Canceled,8.0,2,Early Booking
100442,Resort Hotel,47,2023,December,7,4.0,4.0,3,2,0,USA,Offline TA/TO,Direct,4.0,4.0,Non Refund,72.0,26.0,Group,288.89,2.0,Check-Out,8.0,5,Last Minute
100443,City Hotel,332,2025,July,14,0.0,6.0,3,2,0,NLD,Corporate,Direct,1.0,0.0,Non Refund,126.0,46.0,Transient,77.9,1.0,Canceled,6.0,5,Early Booking
100444,City Hotel,209,2025,May,21,0.0,3.0,4,1,1,NLD,Online TA,Direct,0.0,0.0,No Deposit,408.0,3.0,Transient,259.12,1.0,Check-Out,3.0,6,Early Booking
100445,City Hotel,39,2024,May,2,1.0,2.0,1,2,0,SGP,Online TA,Corporate,1.0,3.0,Non Refund,298.0,25.0,Contract,80.04,1.0,Canceled,3.0,3,Last Minute
100446,City Hotel,289,2024,February,20,0.0,6.0,4,1,1,SGP,Direct,TA/TO,2.0,4.0,Non Refund,381.0,49.0,Contract,63.85,4.0,Check-Out,6.0,6,Early Booking
100447,Resort Hotel,138,2024,August,19,0.0,2.0,2,0,1,CAN,Groups,Direct,4.0,1.0,Non Refund,108.0,48.0,Transient,308.18,4.0,Check-Out,2.0,3,Early Booking
100448,City Hotel,205,2024,February,22,0.0,4.0,1,2,1,USA,Groups,Direct,3.0,0.0,No Deposit,453.0,49.0,Group,231.17,4.0,Check-Out,4.0,4,Early Booking
100449,Resort Hotel,15,2023,March,4,4.0,1.0,3,0,1,UAE,Groups,GDS,1.0,3.0,Non Refund,264.0,44.0,Transient-Party,66.0,5.0,Check-Out,5.0,4,Last Minute
100450,City Hotel,362,2023,October,6,2.0,3.0,2,1,1,NLD,Offline TA/TO,Direct,0.0,4.0,Refundable,15.0,19.0,Transient,259.59,2.0,Check-Out,5.0,4,Early Booking
100451,Resort Hotel,146,2025,May,26,2.0,6.0,3,0,1,SGP,Corporate,Direct,5.0,3.0,Non Refund,392.0,33.0,Group,275.0,2.0,Canceled,8.0,4,Early Booking
100452,City Hotel,8,2025,January,2,0.0,2.0,4,1,0,CAN,Direct,GDS,2.0,4.0,Refundable,425.0,32.0,Group,340.72,3.0,Check-Out,2.0,5,Last Minute
100453,City Hotel,284,2023,July,15,4.0,1.0,3,1,1,GBR,Offline TA/TO,Corporate,4.0,4.0,Refundable,28.0,10.0,Transient-Party,171.96,3.0,Check-Out,5.0,5,Early Booking
100454,City Hotel,254,2024,November,1,4.0,1.0,2,1,1,NLD,Direct,TA/TO,5.0,2.0,Non Refund,166.0,38.0,Transient,234.12,1.0,Check-Out,5.0,4,Early Booking
100455,City Hotel,200,2025,May,25,1.0,7.0,2,2,1,NLD,Corporate,Corporate,4.0,1.0,Refundable,228.0,4.0,Contract,129.06,2.0,Check-Out,8.0,5,Early Booking
100456,Resort Hotel,250,2024,November,13,3.0,7.0,3,1,1,AUS,Offline TA/TO,Direct,2.0,1.0,Refundable,69.0,11.0,Contract,196.27,4.0,Check-Out,10.0,5,Early Booking
100457,Resort Hotel,311,2024,March,27,2.0,2.0,3,2,1,USA,Direct,TA/TO,2.0,2.0,Refundable,304.0,12.0,Transient-Party,155.79,5.0,Check-Out,4.0,6,Early Booking
100458,City Hotel,248,2025,November,28,0.0,1.0,4,1,1,GBR,Groups,TA/TO,0.0,4.0,Refundable,358.0,19.0,Contract,291.5,2.0,Canceled,1.0,6,Early Booking
100459,Resort Hotel,262,2024,March,3,2.0,7.0,4,1,0,NLD,Direct,GDS,3.0,3.0,No Deposit,88.0,33.0,Group,229.0,3.0,Check-Out,9.0,5,Early Booking
100460,City Hotel,56,2025,October,1,1.0,1.0,2,2,1,CAN,Groups,Direct,2.0,0.0,Refundable,495.0,25.0,Transient,295.17,4.0,Check-Out,2.0,5,Last Minute
100461,Resort Hotel,35,2025,March,1,1.0,4.0,1,1,1,AUS,Direct,TA/TO,1.0,4.0,Refundable,245.0,45.0,Contract,254.94,5.0,Canceled,5.0,3,Last Minute
100462,City Hotel,212,2024,January,11,1.0,3.0,1,0,0,FRA,Groups,TA/TO,5.0,0.0,Refundable,47.0,17.0,Contract,307.76,0.0,Check-Out,4.0,1,Early Booking
100463,Resort Hotel,278,2025,July,16,1.0,7.0,2,2,1,USA,Online TA,Direct,3.0,2.0,No Deposit,411.0,35.0,Contract,210.4,1.0,Check-Out,8.0,5,Early Booking
100464,Resort Hotel,99,2025,October,17,3.0,3.0,4,0,0,GBR,Online TA,TA/TO,5.0,2.0,Non Refund,397.0,41.0,Transient-Party,159.53,2.0,Check-Out,6.0,4,Early Booking
100465,Resort Hotel,94,2025,August,16,2.0,5.0,1,1,0,FRA,Corporate,GDS,1.0,3.0,No Deposit,346.0,48.0,Contract,269.06,3.0,Canceled,7.0,2,Early Booking
100466,City Hotel,335,2025,May,21,2.0,4.0,4,0,0,USA,Offline TA/TO,TA/TO,1.0,2.0,Non Refund,179.0,44.0,Group,188.92,2.0,Check-Out,6.0,4,Early Booking
100467,Resort Hotel,180,2025,November,12,2.0,7.0,2,0,1,FRA,Groups,GDS,2.0,4.0,Refundable,76.0,45.0,Contract,349.65,3.0,Canceled,9.0,3,Early Booking
100468,City Hotel,163,2025,August,1,3.0,6.0,1,2,0,FRA,Offline TA/TO,Corporate,3.0,4.0,No Deposit,464.0,10.0,Transient,70.03,0.0,Canceled,9.0,3,Early Booking
100469,City Hotel,264,2023,September,26,0.0,3.0,3,2,1,DEU,Corporate,Direct,5.0,1.0,Refundable,118.0,20.0,Contract,274.58,2.0,Check-Out,3.0,6,Early Booking
100470,City Hotel,59,2025,September,20,2.0,3.0,2,2,0,GBR,Offline TA/TO,GDS,2.0,3.0,Refundable,256.0,39.0,Group,183.59,0.0,Canceled,5.0,4,Last Minute
100471,City Hotel,182,2025,July,20,2.0,6.0,1,1,0,USA,Offline TA/TO,GDS,1.0,1.0,No Deposit,449.0,20.0,Transient-Party,154.83,3.0,Check-Out,8.0,2,Early Booking
100472,Resort Hotel,265,2023,January,3,2.0,4.0,3,1,1,USA,Groups,Corporate,2.0,0.0,Non Refund,95.0,44.0,Contract,155.65,2.0,Check-Out,6.0,5,Early Booking
100473,Resort Hotel,128,2025,May,18,2.0,1.0,3,2,1,DEU,Offline TA/TO,Corporate,5.0,1.0,No Deposit,486.0,27.0,Contract,264.91,4.0,No-Show,3.0,6,Early Booking
100474,Resort Hotel,64,2025,March,9,2.0,3.0,3,0,0,NLD,Online TA,TA/TO,2.0,4.0,Non Refund,352.0,23.0,Contract,91.7,2.0,Check-Out,5.0,3,Last Minute
100475,Resort Hotel,72,2024,March,28,4.0,7.0,1,1,0,GBR,Offline TA/TO,Direct,0.0,0.0,No Deposit,227.0,44.0,Transient,306.13,1.0,Check-Out,11.0,2,Last Minute
100476,City Hotel,26,2023,December,4,4.0,4.0,2,1,1,FRA,Groups,TA/TO,4.0,4.0,Refundable,210.0,29.0,Contract,324.5,2.0,Canceled,8.0,4,Last Minute
100477,City Hotel,158,2024,April,13,0.0,2.0,1,1,1,CAN,Direct,Direct,2.0,0.0,Non Refund,31.0,18.0,Contract,338.52,4.0,Canceled,2.0,3,Early Booking
100478,Resort Hotel,322,2024,August,24,4.0,3.0,3,2,1,CAN,Online TA,Corporate,1.0,0.0,Refundable,490.0,19.0,Group,72.32,1.0,Check-Out,7.0,6,Early Booking
100479,Resort Hotel,298,2025,May,4,1.0,3.0,2,1,1,NLD,Groups,Direct,0.0,2.0,No Deposit,319.0,28.0,Contract,245.7,1.0,Canceled,4.0,4,Early Booking
100480,Resort Hotel,210,2025,May,24,0.0,5.0,2,0,0,NLD,Corporate,TA/TO,2.0,1.0,Non Refund,355.0,15.0,Contract,321.7,5.0,No-Show,5.0,2,Early Booking
100481,City Hotel,288,2025,November,6,3.0,5.0,2,0,0,FRA,Corporate,Corporate,0.0,0.0,Non Refund,477.0,6.0,Transient,286.74,2.0,Check-Out,8.0,2,Early Booking
100482,City Hotel,281,2025,July,14,0.0,6.0,2,2,1,DEU,Corporate,TA/TO,1.0,3.0,Refundable,291.0,40.0,Transient-Party,307.82,5.0,Check-Out,6.0,5,Early Booking
100483,City Hotel,365,2023,August,22,0.0,2.0,3,2,1,IND,Offline TA/TO,TA/TO,3.0,0.0,No Deposit,384.0,34.0,Transient,252.58,3.0,Check-Out,2.0,6,Early Booking
100484,City Hotel,113,2024,October,11,3.0,6.0,4,0,1,DEU,Corporate,TA/TO,5.0,1.0,Refundable,117.0,16.0,Group,206.01,5.0,Check-Out,9.0,5,Early Booking
100485,Resort Hotel,170,2024,March,9,3.0,6.0,1,1,0,UAE,Direct,GDS,1.0,1.0,No Deposit,169.0,20.0,Contract,207.31,3.0,Check-Out,9.0,2,Early Booking
100486,City Hotel,241,2025,March,15,1.0,1.0,4,0,1,GBR,Corporate,TA/TO,4.0,0.0,Non Refund,342.0,43.0,Group,285.44,0.0,Check-Out,2.0,5,Early Booking
100487,Resort Hotel,23,2025,March,28,2.0,5.0,2,2,0,NLD,Corporate,TA/TO,4.0,0.0,Refundable,385.0,25.0,Contract,333.88,0.0,Check-Out,7.0,4,Last Minute
100488,Resort Hotel,147,2024,June,21,3.0,2.0,1,2,0,NLD,Offline TA/TO,Corporate,0.0,0.0,Non Refund,370.0,47.0,Contract,215.76,5.0,Check-Out,5.0,3,Early Booking
100489,City Hotel,179,2025,June,4,1.0,7.0,2,0,1,DEU,Groups,Corporate,2.0,3.0,No Deposit,175.0,39.0,Contract,301.47,5.0,Canceled,8.0,3,Early Booking
100490,Resort Hotel,307,2025,December,15,1.0,2.0,4,2,0,UAE,Groups,Direct,5.0,2.0,No Deposit,10.0,24.0,Group,62.53,5.0,Check-Out,3.0,6,Early Booking
100491,City Hotel,169,2023,November,27,0.0,4.0,4,1,1,DEU,Offline TA/TO,Direct,0.0,4.0,No Deposit,394.0,28.0,Transient-Party,348.84,1.0,Check-Out,4.0,6,Early Booking
100492,City Hotel,76,2024,February,25,3.0,4.0,2,0,1,SGP,Direct,Direct,3.0,2.0,Refundable,488.0,24.0,Transient,163.41,3.0,Canceled,7.0,3,Last Minute
100493,Resort Hotel,81,2025,October,5,4.0,2.0,2,0,0,IND,Corporate,GDS,0.0,3.0,Non Refund,469.0,49.0,Transient,142.2,3.0,Check-Out,6.0,2,Last Minute
100494,City Hotel,156,2024,March,7,2.0,3.0,4,1,0,IND,Direct,GDS,3.0,1.0,Non Refund,390.0,35.0,Group,144.29,2.0,Check-Out,5.0,5,Early Booking
100495,City Hotel,284,2023,January,26,2.0,1.0,4,1,1,UAE,Offline TA/TO,TA/TO,0.0,4.0,Refundable,141.0,31.0,Transient-Party,94.44,3.0,Canceled,3.0,6,Early Booking
